-0.02708457, 1.673203, 0.06195436
-0.08816326, 1.725718, 0.1565028
-0.04257335, 1.763537, 0.1455668
-0.1749968, 1.551747, 0.01596209
0.1534772, 1.573421, 0.01632495
-0.2324803, 1.274063, -0.01379451
0.2594185, 1.31569, -0.04408596
-0.2777317, 1.073441, 0.1317844
0.2934788, 1.077406, 0.03041349
-0.0902518, 1.066011, 0.0429304
0.1001241, 1.061969, 0.03280745
-0.1282637, 0.6094169, 0.04243151
0.1229629, 0.6043659, 0.03131366
-0.1447281, 0.1980666, -0.1234923
0.1418108, 0.1730723, -0.0718474
2025-03-14_14-13-32.381
