-2.048404, 1.619281, 0.08824263
-2.023968, 1.70845, 0.005299337
-2.083978, 1.709141, 0.01045678
-1.880691, 1.493316, 0.1243459
-2.211012, 1.494522, 0.1160166
-1.825504, 1.214116, 0.1416724
-2.291293, 1.222204, 0.1423973
-1.778045, 0.9868023, 0.04386649
-2.324085, 0.982814, 0.07093658
-1.948317, 1.007824, 0.06535624
-2.138792, 1.004451, 0.0736989
-1.895844, 0.5541645, 0.02843202
-2.165833, 0.5483351, 0.1076251
-1.858456, 0.1168756, 0.09470012
-2.188992, 0.1193165, 0.2190617
2025-03-14_14-18-14.785
