-0.02566018, 1.533282, -0.3992555
0.008667356, 1.615667, -0.4856395
-0.05146864, 1.614942, -0.4890144
0.1421424, 1.440757, -0.3229311
-0.1854237, 1.430308, -0.344166
0.2617668, 1.27105, -0.1275139
-0.3133324, 1.176456, -0.3218767
0.3039827, 1.036841, -0.2103029
-0.2732414, 1.063427, -0.5434774
0.07864545, 0.9451041, -0.2134112
-0.1086652, 0.9541566, -0.1788486
0.05651633, 0.5977787, -0.5114026
-0.07047174, 0.5001923, -0.1300458
0.1039057, 0.4531951, -0.09443656
-0.04026048, 0.1471956, 0.1373351
2025-03-14_14-17-16.582
