-0.1911521, 1.59215, 0.483141
-0.1625934, 1.677281, 0.3973214
-0.2226811, 1.679511, 0.4008911
-0.03277373, 1.493673, 0.479127
-0.3364027, 1.503373, 0.5903006
0.06039666, 1.224553, 0.4929789
-0.4318411, 1.374365, 0.8259839
-0.09289798, 1.268447, 0.297879
-0.4840974, 1.127938, 0.8202856
-0.09967709, 0.9983159, 0.6871244
-0.2893659, 1.0124, 0.6736495
-0.09780902, 0.5843024, 0.8833714
-0.2523172, 0.6569284, 0.3869596
-0.1132057, 0.2587704, 1.184706
-0.2690976, 0.2492663, 0.561724
2025-03-14_14-14-45.205
