0.002288412, 1.67541, 0.01250074
0.004414246, 1.7557, 0.1072471
0.0554123, 1.724245, 0.1134166
-0.1713832, 1.55148, -0.03670132
0.15784, 1.564769, -0.01899535
-0.2221478, 1.271769, -0.05867925
0.2447735, 1.294462, -0.04497647
-0.269223, 1.043093, 0.0360894
0.2814589, 1.0573, 0.03182096
-0.09042341, 1.06568, 0.02821534
0.1000774, 1.065858, 0.01977585
-0.1409015, 0.6119475, 0.06697163
0.1291671, 0.6100969, -0.01709297
-0.1782302, 0.1748692, -0.0007041811
0.1535454, 0.1810415, -0.1281276
2025-03-14_14-13-19.723
